,wave,ext
0,290.0,2.3295840095977365
1,292.0,2.309543422464074
2,294.0,2.2896098763430537
3,296.0,2.269782077134167
4,298.0,2.2500587549979425
5,300.0,2.2304386637417686
6,302.0,2.210920580225224
7,304.0,2.1915033037841916
8,306.0,2.172185655673056
9,308.0,2.1529664785242915
10,310.0,2.1338446358247705
11,312.0,2.1148190114082084
12,314.0,2.0958885089631156
13,316.0,2.077052051555702
14,318.0,2.0583085811671946
15,320.0,2.039657058245016
16,322.0,2.0210964612673656
17,324.0,2.002625786320703
18,326.0,1.9842440466896356
19,328.0,1.9659502724588727
20,330.0,1.9477435101266938
21,332.0,1.9296228222296392
22,334.0,1.911587286977971
23,336.0,1.8794435850985631
24,338.0,1.8640471161960002
25,340.0,1.848650647293437
26,342.0,1.833254178390874
27,344.0,1.8178577094883108
28,346.0,1.8024612405857479
29,348.0,1.7870647716831847
30,350.0,1.7716683027806217
31,352.0,1.7562718338780585
32,354.0,1.7408753649754956
33,356.0,1.7254788960729321
34,358.0,1.7105080996240885
35,360.0,1.691602215880439
36,362.0,1.6714223992256887
37,364.0,1.6536546489768362
38,366.0,1.6276742041190135
39,368.0,1.610206389461268
40,370.0,1.5925874091203494
41,372.0,1.5793193214853947
42,374.0,1.5713295061821375
43,376.0,1.5541699136444846
44,378.0,1.5342585336032715
45,380.0,1.5185709657561555
46,382.0,1.5047435879145699
47,384.0,1.4915697409431485
48,386.0,1.4752169426855932
49,388.0,1.4596579846320044
50,390.0,1.4414190768633917
51,392.0,1.4259104137767276
52,394.0,1.4050331404669292
53,396.0,1.3839056610499456
54,398.0,1.3669562458430364
55,400.0,1.3527412703497417
56,402.0,1.3373327317130344
57,404.0,1.3172253148334714
58,406.0,1.2998951197781798
59,408.0,1.2833055611946007
60,410.0,1.2664494422736732
61,412.0,1.248962041834054
62,414.0,1.2311730441592985
63,416.0,1.2086367238135565
64,418.0,1.1908550092152186
65,420.0,1.1755648595946173
66,422.0,1.1607900943074903
67,424.0,1.1443141471771965
68,426.0,1.1248349859600972
69,428.0,1.1016314625740051
70,430.0,1.0791909098625183
71,432.0,1.0491790771484375
72,434.0,1.0261784791946411
73,436.0,1.0200299620628357
74,438.0,1.024137318134308
75,440.0,1.0238423943519592
76,442.0,1.008758008480072
77,444.0,0.9801724553108216
78,446.0,0.9433028697967528
79,448.0,0.9235337376594543
80,450.0,0.907966136932373
81,452.0,0.8948118090629578
82,454.0,0.8788138329982758
83,456.0,0.8619506359100342
84,458.0,0.8397834300994873
85,460.0,0.8164195418357849
86,462.0,0.7981749773025513
87,464.0,0.78556889295578
88,466.0,0.7689663469791412
89,468.0,0.7530443668365479
90,470.0,0.7420922517776489
91,472.0,0.7312147617340088
92,474.0,0.7226026952266693
93,476.0,0.7136569619178772
94,478.0,0.7040238976478577
95,480.0,0.6856098771095276
96,482.0,0.6722156405448914
97,484.0,0.6582812070846558
98,486.0,0.6420307755470276
99,488.0,0.6216914057731628
100,490.0,0.6040794253349304
101,492.0,0.582257091999054
102,494.0,0.5581321120262146
103,496.0,0.5325375199317932
104,498.0,0.5006474852561951
105,500.0,0.4761386215686798
106,502.0,0.4458994716405868
107,504.0,0.4228558540344238
108,506.0,0.3961544632911682
109,508.0,0.3767129629850387
110,510.0,0.3642041534185409
111,512.0,0.3464516103267669
112,514.0,0.3305286169052124
113,516.0,0.313401848077774
114,518.0,0.2958141565322876
115,520.0,0.2773031592369079
116,522.0,0.2552253901958465
117,524.0,0.2358665391802787
118,526.0,0.2160530984401703
119,528.0,0.1982781141996383
120,530.0,0.1834772229194641
121,532.0,0.1722348630428314
122,534.0,0.1626358181238174
123,536.0,0.1517347395420074
124,538.0,0.1376036629080772
125,540.0,0.1217138171195983
126,542.0,0.1038151532411575
127,544.0,0.0818421952426433
128,546.0,0.034528724849224
129,548.0,0.0118822650983929
130,550.0,-0.0088982610031962
131,552.0,-0.0301745822653174
132,554.0,-0.0495193414390087
133,556.0,-0.0664982795715332
134,558.0,-0.080536350607872
135,560.0,-0.0930605977773666
136,562.0,-0.1056446172297
137,564.0,-0.118747740983963
138,566.0,-0.1239990592002868
139,568.0,-0.13367260992527
140,570.0,-0.1405202522873878
141,572.0,-0.1495978981256485
142,574.0,-0.1588586866855621
143,576.0,-0.1672648936510086
144,578.0,-0.1765355169773101
145,580.0,-0.1879598796367645
146,582.0,-0.1994028240442276
147,584.0,-0.2117136344313621
148,586.0,-0.2249931395053863
149,588.0,-0.2375695332884788
150,590.0,-0.2508868277072906
151,592.0,-0.2641704678535461
152,594.0,-0.277726411819458
153,596.0,-0.2907308936119079
154,598.0,-0.3027572631835937
155,600.0,-0.313950166106224
156,602.0,-0.3265745192766189
157,604.0,-0.338617205619812
158,606.0,-0.3512372374534607
159,608.0,-0.3608725965023041
160,610.0,-0.3696560114622116
161,612.0,-0.3769670873880386
162,614.0,-0.3827900886535644
163,616.0,-0.3891868442296982
164,618.0,-0.3971725404262543
165,620.0,-0.4055333435535431
166,622.0,-0.412240132689476
167,624.0,-0.4199351668357849
168,626.0,-0.4277752190828323
169,628.0,-0.4359832555055618
170,630.0,-0.443613201379776
171,632.0,-0.4520843476057052
172,634.0,-0.4614048302173614
173,636.0,-0.4711405038833618
174,638.0,-0.4705763906240463
175,640.0,-0.473183661699295
176,642.0,-0.4800528883934021
177,644.0,-0.5059540867805481
178,646.0,-0.5237272381782532
179,648.0,-0.5380429625511169
180,650.0,-0.5454199910163879
181,652.0,-0.5548693537712097
182,654.0,-0.5661837458610535
183,656.0,-0.5806235373020172
184,658.0,-0.5950994491577148
185,660.0,-0.6065933108329773
186,662.0,-0.6154789328575134
187,664.0,-0.6289093494415283
188,666.0,-0.6429298222064972
189,668.0,-0.6516828536987305
190,670.0,-0.659479022026062
191,672.0,-0.6685095429420471
192,674.0,-0.6790478229522705
193,676.0,-0.6887485980987549
194,678.0,-0.6996675729751587
195,680.0,-0.7098723649978638
196,682.0,-0.7149196863174438
197,684.0,-0.7202110290527344
198,686.0,-0.7282606363296509
199,688.0,-0.737378716468811
200,690.0,-0.7462359070777893
201,692.0,-0.7554333209991455
202,694.0,-0.7643100917339325
203,696.0,-0.771496593952179
204,698.0,-0.7792203426361084
205,700.0,-0.79044508934021
206,702.0,-0.8058912754058838
207,704.0,-0.820804238319397
208,706.0,-0.8329581618309021
209,708.0,-0.8406333327293396
210,710.0,-0.8456976413726807
211,712.0,-0.8510672152042389
212,714.0,-0.8572869896888733
213,716.0,-0.8665487170219421
214,718.0,-0.877906322479248
215,720.0,-0.8889492452144623
216,722.0,-0.8983945846557617
217,724.0,-0.9054149389266968
218,726.0,-0.9106763005256652
219,728.0,-0.914408802986145
220,730.0,-0.9172665774822236
221,732.0,-0.9222820401191713
222,734.0,-0.9295922219753264
223,736.0,-0.9369952082633972
224,738.0,-0.946166694164276
225,740.0,-0.9543442726135254
226,742.0,-0.9619849920272828
227,744.0,-0.9688316583633424
228,746.0,-0.9768644273281096
229,748.0,-0.984953373670578
230,750.0,-0.9935999810695648
231,752.0,-1.001117706298828
232,754.0,-1.0052374005317688
233,756.0,-1.0085660219192505
234,758.0,-1.0097860097885132
235,760.0,-1.0084997415542605
236,762.0,-1.007714867591858
237,764.0,-1.0077078342437744
238,766.0,-1.009004533290863
239,768.0,-1.0143683552742004
240,770.0,-1.022539138793945
241,772.0,-1.033574461936951
242,774.0,-1.047983944416046
243,776.0,-1.0620871186256409
244,778.0,-1.077564358711243
245,780.0,-1.091641902923584
246,782.0,-1.1042637825012207
247,784.0,-1.1170947551727295
248,786.0,-1.1269044876098633
249,788.0,-1.1364918947219849
250,790.0,-1.144845426082611
251,792.0,-1.1542072296142578
252,794.0,-1.163050353527069
253,796.0,-1.1717790365219116
254,798.0,-1.1793133020401
255,800.0,-1.1866660714149475
256,802.0,-1.197146773338318
257,804.0,-1.205759048461914
258,806.0,-1.213765025138855
259,808.0,-1.2187410593032837
260,810.0,-1.222787082195282
261,812.0,-1.2265571355819702
262,814.0,-1.2306705713272097
263,816.0,-1.2370537519454956
264,818.0,-1.2426204681396484
265,820.0,-1.248517096042633
266,822.0,-1.254954218864441
267,824.0,-1.2618757486343384
268,826.0,-1.268334448337555
269,828.0,-1.2746569514274595
270,830.0,-1.28006511926651
271,832.0,-1.284101486206055
272,834.0,-1.289088010787964
273,836.0,-1.2936407327651978
274,838.0,-1.3001530170440674
275,840.0,-1.3075145483016968
276,842.0,-1.3142611980438232
277,844.0,-1.321412980556488
278,846.0,-1.3260835409164429
279,848.0,-1.330966234207153
280,850.0,-1.3361903429031372
281,852.0,-1.3419484496116638
282,854.0,-1.3487272262573242
283,856.0,-1.3558026552200315
284,858.0,-1.360986828804016
285,860.0,-1.3681334257125854
286,862.0,-1.3753713965415957
287,864.0,-1.384560227394104
288,866.0,-1.392698049545288
289,868.0,-1.4012531042099
290,870.0,-1.4074050188064575
291,872.0,-1.4182265996932983
292,874.0,-1.4247695207595823
293,876.0,-1.432860016822815
294,878.0,-1.4388752579689026
295,880.0,-1.4452162384986875
296,882.0,-1.450952649116516
297,884.0,-1.4566205739974976
298,886.0,-1.4617311358451843
299,888.0,-1.468298077583313
300,890.0,-1.4761449694633484
301,892.0,-1.483762502670288
302,894.0,-1.4916870594024658
303,896.0,-1.4969207048416138
304,898.0,-1.501821994781494
305,900.0,-1.507446527481079
306,902.0,-1.5126129388809204
307,904.0,-1.5146793524424234
308,906.0,-1.5208345197495958
309,908.0,-1.5268985515549067
310,910.0,-1.532764477389199
311,912.0,-1.538233047439938
312,914.0,-1.5431765715281165
313,916.0,-1.547703995591118
314,918.0,-1.552024744805835
315,920.0,-1.5563619789623078
316,922.0,-1.5607360289210364
317,924.0,-1.5653072765895295
318,926.0,-1.5702041955221264
319,928.0,-1.575452554793585
320,930.0,-1.5810131856373377
321,932.0,-1.5868374336333497
322,934.0,-1.592931182611556
323,936.0,-1.5988905514989575
324,938.0,-1.604510528700692
325,940.0,-1.6097010686284017
326,942.0,-1.614364950429825
327,944.0,-1.618373538766588
328,946.0,-1.6220670910108652
329,948.0,-1.6256152561732697
330,950.0,-1.629247801644461
331,952.0,-1.6331027802966886
332,954.0,-1.6374038202422003
333,956.0,-1.6422090672311325
334,958.0,-1.6473225071316668
335,960.0,-1.6527540683746338
336,962.0,-1.658092493102664
337,964.0,-1.663148170425778
338,966.0,-1.667702657835824
339,968.0,-1.6715601200149166
340,970.0,-1.6747862015451702
341,972.0,-1.6775822015035717
342,974.0,-1.6800122317813686
343,976.0,-1.682257907731192
344,978.0,-1.6844664017359414
345,980.0,-1.6868828847294757
346,982.0,-1.6897522097542168
347,984.0,-1.6932365780784964
348,986.0,-1.6973815872555684
349,988.0,-1.7023619753973822
350,990.0,-1.7077604929606116
351,992.0,-1.7133740527289252
352,994.0,-1.7186349232991531
353,996.0,-1.7234458270527064
354,998.0,-1.7274265204157149
355,1000.0,-1.7305009365081783
356,1002.0,-1.7353257442449592
357,1004.0,-1.74015055198174
358,1006.0,-1.7449753597185207
359,1008.0,-1.7498001674553014
360,1010.0,-1.7546249751920822
361,1012.0,-1.7594497829288631
362,1014.0,-1.7642745906656438
363,1016.0,-1.7690993984024246
364,1018.0,-1.7739242061392053
365,1020.0,-1.778749013875986
366,1030.3009278626103,-1.791076729497624
367,1040.8120354069868,-1.8093391321653516
368,1051.539821681839,-1.8274281406227124
369,1062.4910564725888,-1.845343639434324
370,1073.6727945476391,-1.863085511890717
371,1085.0923908137872,-1.8806536399807823
372,1096.7575164491905,-1.8980479043633218
373,1108.676176088255,-1.9152681843376695
374,1120.856726139338,-1.9323143578133348
375,1133.30789432336,-1.9491863012786332
376,1146.0388005293253,-1.9658838897682505
377,1159.0589790914853,-1.982406996829699
378,1172.378402602499,-1.9987554944886092
379,1186.007507387589,-2.014929253212809
380,1199.957220776443,-2.030928141875123
381,1214.2389903226428,-2.0467520277148474
382,1228.8648151348248,-2.0624007762978187
383,1243.8472794998006,-2.0778742514750204
384,1259.1995889956581,-2.0931723153396513
385,1274.935609312661,-2.1082948281825784
386,1291.0699080218171,-2.123241648446092
387,1307.617799555581,-2.13801263267588
388,1324.5953936926278,-2.1526076354711234
389,1342.0196478693547,-2.167026509432621
390,1359.9084236751737,-2.1812691051088313
391,1378.280547927256,-2.1953352709397267
392,1397.1558787637289,-2.2092248531983367
393,1416.5553772430899,-2.222937695929849
394,1436.5011849925602,-2.236473640888138
395,1457.016708510086,-2.2498325274695747
396,1478.1267107948045,-2.263014192643952
397,1499.8574110601487,-2.2760184708823643
398,1522.2365933737938,-2.288845194081864
399,1545.2937251709343,-2.301494191486688
400,1569.0600867038552,-2.313965289605857
401,1593.5689126235657,-2.326258312126918
402,1618.855547041076,-2.338373079825581
403,1644.9576135897155,-2.350309410471
404,1671.915202209352,-2.3620671187264
405,1699.7710746027471,-2.373646016044755
406,1728.5708905786212,-2.385045910559172
407,1758.3634578013668,-2.3962666069676355
408,1789.201007820889,-2.4073079064117
409,1821.1395016664026,-2.418169606348721
410,1854.2389687654934,-2.4288515004171476
411,1888.5638835067666,-2.439353378294375
412,1924.1835844159805,-2.4496750255465938
413,1961.1727416798733,-2.459816223470038
414,1999.6118796510088,-2.469776748922957
415,2039.5879620278733,-2.479556374147583
416,2081.195048660146,-2.4891548665812833
417,2124.5350344200765,-2.4985719886560194
418,2169.71848235734,-2.5078074975851155
419,2216.865565478543,-2.5168611451362666
420,2266.1071340409776,-2.5257326773895707
421,2317.585928319624,-2.5344218344792515
422,2371.457960517973,-2.5429283503175775
423,2427.89409399975,-2.551251952299315
424,2487.0818535138837,-2.5593923609848495
425,2549.2275068161166,-2.567349289759886
426,2614.5584663742616,-2.5751224444693706
427,2683.326070088541,-2.582711523022985
428,2755.8088126934226,-2.5901162149692025
429,2832.316115424315,-2.597336201034496
430,2913.192741539971,-2.604371152623813
431,2998.823990591925,-2.6112207312778786
432,3089.6418365286354,-2.6178845880822266
433,3186.132215967893,-2.624362363022101
434,3288.84372618373,-2.630653684276442
435,3398.3980615198225,-2.636758167443087
436,3515.502607557391,-2.642675414685999
437,3640.9657320872275,-2.648405013793768
438,3775.715471534441,-2.6539465371366955
439,3920.8225262863625,-2.659299540507455
440,4077.5287704421567,-2.664463561827419
441,4247.282883004139,-2.6694381196971975
442,4431.78526600367,-2.6742227117654807
443,4633.045201783846,-2.678816812884666
444,4853.454325236232,-2.6832198730146515
445,5095.882115462253,-2.687431314827027
446,5363.801510660675,-2.691450530950073
447,5661.456347693482,-2.695276880779407
448,5994.087827810953,-2.6989096867584705
449,6368.245799909187,-2.7023482300051667
450,6792.224389587678,-2.7055917451227933
451,7276.684057302626,-2.708639413980184
452,7835.560314726013,-2.7114903581703262
453,8487.42603550296,-2.714143629746778
454,9257.595482132054,-2.7165981996733817
455,10181.488203266788,-2.71885294317152
456,11310.230505589034,-2.720906620750777
457,12720.447445329037,-2.722757853051943
458,14532.423797599517,-2.724405086496182
459,16946.365039940927,-2.7258465446580087
460,20321.996377540752,-2.727080156203397
461,25376.960193003622,-2.72810344146618
462,33779.353716464844,-2.7289133184080296
463,50500.10002000401,-2.729505726738635
464,100000.0,-2.7298747278063016
